species;clade;family;spec_nr;pop_nr;DPR_orig;DPR_trans;TPR_orig_100;TPR_orig;Latitude;Longitude;Loc_nr;years_nr;mean_year;Period;N_nests;Exposure
Tringa_glareola;Scolopaci+;Scolopacidae;98;2;0.005204945;1;0.129154976;12.9154976;61.713;132.077;148;5;1980;Before 2000;17;192.125
Tringa_glareola;Scolopaci+;Scolopacidae;98;1;0.01986755;0;0.412447938;41.2447938;67.733;29.617;141;18;1979;Before 2000;18;151
Tringa_nebularia;Scolopaci+;Scolopacidae;99;1;0.01812;1;0.4;40;58.533;-4.232;102;18;1992;Before 2000;24;275.925
Tringa_stagnatilis;Scolopaci+;Scolopacidae;100;1;0.005128205;1;0.125126861;12.5126861;61.713;132.077;148;1;1982;Before 2000;33;390
Tringa_totanus;Scolopaci+;Scolopacidae;101;1;0.007;0;0.177110263;17.7110263;52.308;5.526;134;10;1979;Before 2000;500;7000
Tringa_totanus;Scolopaci+;Scolopacidae;101;4;0.008095411;0;0.201932332;20.1932332;57.126;12.237;140;2;1986;Before 2000;35;700
Tringa_totanus;Scolopaci+;Scolopacidae;101;2;0.02345679;0;0.482466886;48.2466886;57.338;-7.385;125;3;1986;Before 2000;57;810
Tryngites_subruficollis;Scolopaci+;Scolopacidae;102;1;0.01610306;1;0.354881536;35.4881536;70.38;-149.534;73;4;1990;Before 2000;26;372.6
Vanellus_coronatus;Charadrii;Charadriidae;104;1;0;1;0;0;-17.799;31.021;49;1;1977;Before 2000;25;470.4
Vanellus_miles;Charadrii;Charadriidae;107;2;0.007239;1;0.224530408;22.4530408;-46.419;168.288;60;5;1967;Before 2000;263;4420.5
Vanellus_miles;Charadrii;Charadriidae;107;3;0.042016807;1;0.777399494;77.7399494;-27.536;152.92;108;2;1989;Before 2000;26;357
Vanellus_vanellus;Charadrii;Charadriidae;109;5;0.00488;0;0.140711303;14.0711303;59.95;16.283;142;3;1989;Before 2000;852;12746
Vanellus_vanellus;Charadrii;Charadriidae;109;4;0.005433727;0;0.155410733;15.5410733;57.592;11.976;99;4;1988;Before 2000;132;2259.9
Vanellus_vanellus;Charadrii;Charadriidae;109;3;0.013;0;0.333451535;33.3451535;52.308;5.526;134;10;1979;Before 2000;5000;65000
Vanellus_vanellus;Charadrii;Charadriidae;109;17;0.0140639;0;0.355368051;35.5368051;57.126;12.237;140;2;1986;Before 2000;54;1020
Vanellus_vanellus;Charadrii;Charadriidae;109;1;0.0224388;0;0.50516247;50.516247;54.575;-2.411;38;3;1986;Before 2000;718;9644.1
Vanellus_vanellus;Charadrii;Charadriidae;109;2;0.02252;0;0.51;51;49.115;14.268;26;10;1993;Before 2000;375;6883
Vanellus_vanellus;Charadrii;Charadriidae;109;8;0.02496773;0;0.543344519;54.3344519;51.385;0.805;39;1;1997;Before 2000;86;860
Vanellus_vanellus;Charadrii;Charadriidae;109;15;0.032118419;1;0.63651292;63.651292;53.053;-3.633;51;2;1984;Before 2000;152;2148.3
Vanellus_vanellus;Charadrii;Charadriidae;109;9;0.033057851;0;0.647292062;64.7292062;57.338;-7.385;125;2;1996;Before 2000;169;1815
Vanellus_vanellus;Charadrii;Charadriidae;109;7;0.03437;0;0.661831426;66.1831426;57.009;-4.164;32;3;1985;Before 2000;247;4324
Vanellus_vanellus;Charadrii;Charadriidae;109;18;0.043468314;1;0.747837679;74.7837679;49.589;13.069;52;4;1994;Before 2000;35;437.1
Xenus_cinereus;Scolopaci+;Scolopacidae;110;1;0.005291005;1;0.133450816;13.3450816;61.713;132.077;148;1;1982;Before 2000;15;189
Arenaria_interpres;Scolopaci+;Scolopacidae;4;1;0.033476805;0;0.586002165;58.6002165;64.017;-81.783;126;4;2001;After 2000;97;1045.5
Burhinus_oedicnemus;Charadrii;Other;6;2;0.014014014;1;0.316859487;31.6859487;27.683;65.233;98;3;2000;After 2000;105;1498.5
Burhinus_oedicnemus;Charadrii;Other;6;1;0.033916701;1;0.606093168;60.6093168;51.195;-1.903;116;2;2004;After 2000;122;1474.2
Burhinus_vermiculatus;Charadrii;Other;7;1;0.012524602;1;0.288443025;28.8443025;-30.972;30.282;97;3;2002;After 2000;27;558.9
Calidris_acuminata;Scolopaci+;Scolopacidae;8;1;0.129032258;0;0.972454299;97.2454299;72.906;106.104;80;12;2006;After 2000;15;77.5
Calidris_alba;Scolopaci+;Scolopacidae;9;2;0.044367759;0;0.749464544;74.9464544;74.478;-20.555;149;6;2003;After 2000;38;405.7
Calidris_alpina;Scolopaci+;Scolopacidae;10;6;0.015267176;0;0.319292766;31.9292766;73.079;80.654;86;1;2002;After 2000;27;393
Calidris_alpina;Scolopaci+;Scolopacidae;10;4;0.016852039;0;0.346159121;34.6159121;58.701;-93.802;56;4;2012;After 2000;114;1483.5
Calidris_bairdii;Scolopaci+;Scolopacidae;11;3;0.04826546;0;0.699437573;69.9437573;73.2;-80;21;10;2009;After 2000;160;1657.5
Calidris_bairdii;Scolopaci+;Scolopacidae;11;1;0.072965006;1;0.841351519;84.1351519;72.883;-78.917;111;2;2006;After 2000;37;342.63
Calidris_ferruginea;Scolopaci+;Scolopacidae;13;2;0.01948052;0;0.38486733;38.486733;73.079;80.654;86;1;2002;After 2000;12;154
Calidris_fuscicollis;Scolopaci+;Scolopacidae;14;2;0.054393305;0;0.766399379;76.6399379;69.4;-81.6;57;2;2013;After 2000;23;239
Calidris_fuscicollis;Scolopaci+;Scolopacidae;14;1;0.074786325;1;0.86747643;86.747643;72.883;-78.917;111;2;2007;After 2000;20;187.2
Calidris_himantopus;Scolopaci+;Scolopacidae;15;3;0.034482759;0;0.56923461;56.923461;70.1;-145.8;22;5;2012;After 2000;17;174
Calidris_mauri;Scolopaci+;Scolopacidae;17;5;0.045612009;0;0.688739402;68.8739402;67.1;-163.5;23;5;2012;After 2000;157;1732
Calidris_mauri;Scolopaci+;Scolopacidae;17;1;0.05;0;0.72;72;64.449;-164.977;2;3;2013;After 2000;196;2280
Calidris_melanotos;Scolopaci+;Scolopacidae;18;3;0.045454546;0;0.701659673;70.1659673;73.2;-80;21;6;2011;After 2000;13;110
Calidris_melanotos;Scolopaci+;Scolopacidae;18;1;0.05128;1;0.75;75;70.38;-149.534;73;2;2011;After 2000;18;195
Calidris_melanotos;Scolopaci+;Scolopacidae;18;4;0.208604954;0;0.997718468;99.7718468;72.906;106.104;80;2;2013;After 2000;88;383.5
Calidris_minuta;Scolopaci+;Scolopacidae;19;1;0.019525802;0;0.383140654;38.3140654;73.079;80.654;86;1;2002;After 2000;126;1434
Calidris_minuta;Scolopaci+;Scolopacidae;19;2;0.114942529;0;0.949788745;94.9788745;72.906;106.104;80;2;2013;After 2000;17;87
Calidris_pusilla;Scolopaci+;Scolopacidae;22;1;0.008849558;0;0.188515721;18.8515721;70.38;-149.534;73;1;2013;After 2000;17;226
Calidris_pusilla;Scolopaci+;Scolopacidae;22;5;0.021274109;0;0.396697233;39.6697233;70.4;-150.7;28;4;2012;After 2000;327;4277.5
Calidris_pusilla;Scolopaci+;Scolopacidae;22;6;0.041516246;0;0.630816932;63.0816932;70.6;-154.7;58;4;2012;After 2000;203;2216
Calidris_pusilla;Scolopaci+;Scolopacidae;22;4;0.08411215;0;0.873148969;87.3148969;69.4;-81.6;57;2;2013;After 2000;15;107
Calidris_temminckii;Scolopaci+;Scolopacidae;24;1;0.038727902;1;0.624517981;62.4517981;65.021;24.72;16;4;2004;After 2000;76;877.92
Charadrius_alexandrinus;Charadrii;Charadriidae;45;6;0.033333333;1;0.6258674;62.58674;15.2;-23.168;83;9;2011;After 2000;542;6960
Charadrius_alexandrinus;Charadrii;Charadriidae;45;4;0.047768324;1;0.758155561;75.8155561;24.258;54.604;3;2;2005;After 2000;239;2679.6
Charadrius_alexandrinus;Charadrii;Charadriidae;45;3;0.073891626;1;0.892057486;89.2057486;27.065;49.484;61;1;2015;After 2000;12;121.8
Charadrius_alexandrinus;Charadrii;Charadriidae;45;5;0.079653156;1;0.909927069;90.9927069;16.681;42.114;42;3;2008;After 2000;196;1983.6
Charadrius_dubius;Charadrii;Charadriidae;48;1;0.027027027;0;0.541992979;54.1992979;49.0343;14.799;135;5;2001;After 2000;73;740
Charadrius_falklandicus;Charadrii;Charadriidae;49;1;0.007539042;0;0.194004166;19.4004166;-42.729;-65.036;110;2;2014;After 2000;75;928.5
Charadrius_marginatus;Charadrii;Charadriidae;51;1;0.03968254;1;0.678178462;67.8178462;-22.095;43.269;7;8;2011;After 2000;341;5443.2
Charadrius_melodus;Charadrii;Charadriidae;52;3;0.01684156;1;0.409351822;40.9351822;50.433;-106.667;53;3;2003;After 2000;149;2315.7
Charadrius_melodus;Charadrii;Charadriidae;52;1;0.020904528;1;0.480511055;48.0511055;42.765;-97.062;92;3;2006;After 2000;550;7988.7
Charadrius_mongolus;Charadrii;Charadriidae;53;1;0.021786492;0;0.442182841;44.2182841;62.543;177.076;87;8;2012;After 2000;67;918
Charadrius_nivosus;Charadrii;Charadriidae;55;5;0.013688257;1;0.329479734;32.9479734;23.9;-106.95;27;10;2011;After 2000;731;10300.8
Charadrius_nivosus;Charadrii;Charadriidae;55;1;0.041828198;1;0.710360235;71.0360235;37.587;-122.118;1;2;2009;After 2000;247;2940.6
Charadrius_pecuarius;Charadrii;Charadriidae;56;1;0.035238795;1;0.613521334;61.3521334;-22.095;43.269;7;8;2011;After 2000;829;12855.15
Charadrius_peronii;Charadrii;Charadriidae;57;1;0.020913771;1;0.446667241;44.6667241;12.197;99.993;67;2;2004;After 2000;99;1243.2
Charadrius_placidus;Charadrii;Charadriidae;58;1;0.037481259;1;0.669731898;66.9731898;35.741;139.317;133;4;2004;After 2000;31;400.2
Charadrius_ruficapillus;Charadrii;Charadriidae;59;1;0.075091575;1;0.887600445;88.7600445;-37.885;144.799;55;1;2012;After 2000;62;546
Charadrius_sanctaehelenae;Charadrii;Charadriidae;60;1;0.051520608;1;0.772604862;77.2604862;-15.967;-5.717;128;2;2007;After 2000;173;1999.2
Charadrius_thoracicus;Charadrii;Charadriidae;62;2;0.026340996;1;0.538895198;53.8895198;-24.145;43.829;136;1;2004;After 2000;74;835.2
Charadrius_thoracicus;Charadrii;Charadriidae;62;1;0.02765051;1;0.556545235;55.6545235;-22.095;43.269;7;11;2009;After 2000;522;9330.75
Charadrius_wilsonia;Charadrii;Charadriidae;64;1;0.047979798;1;0.74131603;74.131603;18.062;-63.046;129;1;2004;After 2000;35;396
Cursorius_cursor;Scolopaci+;Other;28;1;0.046296296;1;0.655806189;65.5806189;15.2;-23.168;83;2;2014;After 2000;21;216
Gallinago_gallinago;Scolopaci+;Scolopacidae;32;2;0.006324111;1;0.135770075;13.5770075;54.719;20.738;64;5;2001;After 2000;32;316.25
Gallinago_gallinago;Scolopaci+;Scolopacidae;32;3;0.010869565;1;0.222264372;22.2264372;53.709;27.953;145;2;2000;After 2000;19;184
Glareola_pratincola;Scolopaci+;Other;34;1;0.007910141;1;0.153608644;15.3608644;33.866;-7.063;112;2;2003;After 2000;215;1896.3
Haematopus_bachmani;Charadrii;Other;35;1;0.017841213;1;0.401342219;40.1342219;58.508;-135.93;13;2;2004;After 2000;86;1008.9
Haematopus_chathamensis;Charadrii;Other;38;1;0.009819211;1;0.248860869;24.8860869;-43.784;-176.562;54;3;2000;After 2000;118;1731.3
Haematopus_moquini;Charadrii;Other;40;1;0.013661202;1;0.319651765;31.9651765;-33.806;18.369;115;1;2001;After 2000;68;1024.8
Haematopus_ostralegus;Charadrii;Other;36;3;0.120879121;0;0.97456774;97.456774;56.264;16.445;124;1;2004;After 2000;25;182
Haematopus_palliatus;Charadrii;Other;41;2;0.029813665;1;0.581123821;58.1123821;-24.859;-47.726;119;4;2006;After 2000;22;301.875
Haematopus_palliatus;Charadrii;Other;41;1;0.03117506;0;0.59769756;59.769756;30.865;-81.45;29;2;2003;After 2000;30;417
Haematopus_unicolor;Charadrii;Other;42;1;0.007936508;1;0.199972159;19.9972159;-36.676;174.746;77;4;2008;After 2000;16;252
Limicola_falcinellus;Scolopaci+;Scolopacidae;68;1;0.041172596;1;0.654829965;65.4829965;72.906;106.104;80;12;2006;After 2000;16;242.88
Limnodromus_griseus;Scolopaci+;Scolopacidae;69;1;0.020833333;0;0.409233971;40.9233971;58.701;-93.802;56;3;2013;After 2000;22;240
Limnodromus_scolopaceus;Scolopaci+;Scolopacidae;70;3;0.033212996;0;0.559169142;55.9169142;71.3;-156.6;10;8;2011;After 2000;171;2077.5
Limnodromus_scolopaceus;Scolopaci+;Scolopacidae;70;4;0.081632653;0;0.873191455;87.3191455;70.6;-154.7;58;3;2012;After 2000;22;196
Limosa_haemastica;Scolopaci+;Scolopacidae;72;1;0.03397;0;0.61;61;58.701;-93.802;56;3;2013;After 2000;21;235.5
Limosa_limosa;Scolopaci+;Scolopacidae;74;3;0.127;0;0.974450372;97.4450372;52.293;106.501;122;1;2002;After 2000;21;110
Numenius_madagascariensis;Scolopaci+;Scolopacidae;78;1;0.015571473;1;0.411663719;41.1663719;49.397;129.908;18;10;2002;After 2000;22;321.1
Numenius_phaeopus;Scolopaci+;Scolopacidae;79;5;0.034782609;0;0.641797169;64.1797169;55.2;-84.3;20;3;2013;After 2000;30;287.5
Numenius_phaeopus;Scolopaci+;Scolopacidae;79;4;0.049666525;1;0.771753148;77.1753148;63.764;-20.068;127;2;2009;After 2000;59;704.7
Numenius_phaeopus;Scolopaci+;Scolopacidae;79;2;0.049949376;0;0.773715043;77.3715043;58.701;-93.802;56;4;2012;After 2000;138;1481.5
Phalaropus_fulicarius;Scolopaci+;Scolopacidae;80;3;0.056876061;0;0.736871481;73.6871481;70.1;-145.8;22;5;2012;After 2000;139;1178
Phalaropus_lobatus;Scolopaci+;Scolopacidae;81;2;0.022059;0;0.394610729;39.4610729;64.79;177.637;138;1;2015;After 2000;27;272
Phalaropus_lobatus;Scolopaci+;Scolopacidae;81;5;0.03125;0;0.510487711;51.0487711;70.38;-149.534;73;2;2011;After 2000;13;128
Phalaropus_lobatus;Scolopaci+;Scolopacidae;81;4;0.031531532;0;0.513678553;51.3678553;67.1;-163.5;23;3;2011;After 2000;35;444
Phalaropus_lobatus;Scolopaci+;Scolopacidae;81;1;0.060560933;0;0.754786786;75.4786786;69.045;-135.048;82;6;2011;After 2000;122;1007.25
Philomachus_pugnax;Scolopaci+;Scolopacidae;82;3;0.103174603;0;0.937762605;93.7762605;72.906;106.104;80;2;2013;After 2000;37;252
Pluvialis_dominica;Charadrii;Charadriidae;84;3;0.010568032;0;0.290101094;29.0101094;58.701;-93.802;56;3;2013;After 2000;29;378.5
Pluvialis_dominica;Charadrii;Charadriidae;84;2;0.017777778;0;0.439256023;43.9256023;71.3;-156.6;10;6;2005;After 2000;53;900
Pluvialis_dominica;Charadrii;Charadriidae;84;4;0.064653858;0;0.88415999;88.415999;73.2;-80;21;9;2009;After 2000;176;1639.5
Pluvialis_fulva;Charadrii;Charadriidae;85;2;0.023872679;0;0.552193827;55.2193827;73.079;80.654;86;1;2002;After 2000;23;377
Pluvialis_fulva;Charadrii;Charadriidae;85;1;0.029118774;0;0.625654229;62.5654229;62.543;177.076;87;8;2012;After 2000;57;652.5
Pluvialis_fulva;Charadrii;Charadriidae;85;3;0.121212121;0;0.986381009;98.6381009;72.906;106.104;80;2;2013;After 2000;16;115.5
Pluvialis_squatarola;Charadrii;Charadriidae;86;4;0.009237875;0;0.255219465;25.5219465;70.4;-150.7;28;4;2012;After 2000;21;433
Pluvialis_squatarola;Charadrii;Charadriidae;86;2;0.014998125;1;0.381091335;38.1091335;71.333;-179.5;147;1;2007;After 2000;16;266.7
Pluvianellus_socialis;Charadrii;Other;87;1;0.0154;0;0.342318768;34.2318768;-51.23;-69.494;118;1;2006;After 2000;17;259.74
Recurvirostra_americana;Charadrii;Other;88;1;0.056874502;1;0.807068756;80.7068756;37.433;-121.967;117;2;2006;After 2000;56;615.39
Rostratula_benghalensis;Scolopaci+;Other;91;1;0.009995003;1;0.20629357;20.629357;24.717;121.717;59;1;2005;After 2000;17;200.1
Scolopax_minor;Scolopaci+;Scolopacidae;92;1;0.018744143;1;0.367995952;36.7995952;40.525;-76.464;132;2;2009;After 2000;13;160.05
Tringa_nebularia;Scolopaci+;Scolopacidae;99;1;0.02692;1;0.54;54;58.533;-4.232;102;7;2004;After 2000;27;297.15
Tringa_totanus;Scolopaci+;Scolopacidae;101;3;0.07366985;0;0.880394558;88.0394558;56.264;16.445;124;1;2004;After 2000;40;366.5
Tryngites_subruficollis;Scolopaci+;Scolopacidae;102;2;0.015037594;0;0.335751356;33.5751356;71.3;-156.6;10;1;2006;After 2000;19;266
Tryngites_subruficollis;Scolopaci+;Scolopacidae;102;3;0.049180328;0;0.74375802;74.375802;70.1;-145.8;22;3;2012;After 2000;15;183
Vanellus_chilensis;Charadrii;Charadriidae;106;2;0;0;0;0;-25.45;-49.217;30;3;2013;After 2000;50;1399
Vanellus_chilensis;Charadrii;Charadriidae;106;1;0.0234;0;0.531256738;53.1256738;-15.815;-47.879;17;1;2007;After 2000;36;639
Vanellus_cinereus;Charadrii;Charadriidae;103;1;0.015114522;1;0.371558453;37.1558453;36.293;136.311;62;2;2004;After 2000;70;860.1
Vanellus_gregarius;Charadrii;Charadriidae;105;1;0.025427275;0;0.513817771;51.3817771;50.583;70.017;72;10;2009;After 2000;971;12427.6
Vanellus_gregarius;Charadrii;Charadriidae;105;2;0.04353562;1;0.712441357;71.2441357;53.173;76.047;106;1;2007;After 2000;130;1516
Vanellus_miles;Charadrii;Charadriidae;107;1;0.002240896;1;0.075515859;7.5515859;-38.48;145.224;107;1;2010;After 2000;32;1338.75
Vanellus_spinosus;Charadrii;Charadriidae;108;1;0.00410509;1;0.108793487;10.8793487;40.794;26.072;41;1;2003;After 2000;39;487.2
Vanellus_vanellus;Charadrii;Charadriidae;109;12;0.023853469;0;0.526886362;52.6886362;53.523;8.398;130;5;2003;After 2000;245;2705
Vanellus_vanellus;Charadrii;Charadriidae;109;10;0.027;0;0.571946504;57.1946504;53.184;-3.114;43;2;2003;After 2000;241;2410
Vanellus_vanellus;Charadrii;Charadriidae;109;14;0.02977496;0;0.608215865;60.8215865;54.354;9.357;4;4;2000;After 2000;179;1731
Vanellus_vanellus;Charadrii;Charadriidae;109;2;0.034056282;0;0.658408946;65.8408946;49.115;14.268;26;8;2006;After 2000;505;6694.8
Vanellus_vanellus;Charadrii;Charadriidae;109;11;0.050808314;0;0.801403454;80.1403454;56.264;16.445;124;1;2004;After 2000;74;866
Vanellus_vanellus;Charadrii;Charadriidae;109;16;0.068848147;1;0.890444077;89.0444077;47.444;9.698;81;1;2008;After 2000;123;1292.7
