species;clade;family;spec_nr;pop_nr;DPR_orig;DPR;DPR_trans;TPR;TPR_perc;Latitude;Belt;Belt2;Longitude;Loc_nr;Continent;years_nr;mean_year;period_orig;period_minus5;period_plus5;N_nests;Exposure;research_intensity
Charadrius_nivosus;Charadrii;Charadriidae;55;1;0.041828198;0.051828198;YES;0.710360235;71.0360235;37.587;North temperate;4_North temperate;-122.118;1;AME;2;2009;after 2000;after 1995;after 2005;247;2940.6;2_medium
Charadrius_obscurus;Charadrii;Charadriidae;46;1;0.018621974;0.028621974;YES;0.462227148;46.2227148;-37.557;South temperate;1_South temperate;176.058;85;ASI;8;1995;before 2000;after 1995;before 2005;261;5316.3;1_small
Charadrius_pecuarius;Charadrii;Charadriidae;56;1;0.035238795;0.045238795;YES;0.613521334;61.3521334;-22.095;South tropics;2_South tropics;43.269;7;EUR;8;2011;after 2000;after 1995;after 2005;829;12855.15;3_high
Charadrius_peronii;Charadrii;Charadriidae;57;1;0.020913771;0.030913771;YES;0.446667241;44.6667241;12.197;North tropics;3_North tropics;99.993;67;ASI;2;2004;after 2000;after 1995;before 2005;99;1243.2;1_small
Charadrius_placidus;Charadrii;Charadriidae;58;1;0.037481259;0.047481259;YES;0.669731898;66.9731898;35.741;North temperate;4_North temperate;139.317;133;ASI;4;2004;after 2000;after 1995;before 2005;31;400.2;1_small
Charadrius_ruficapillus;Charadrii;Charadriidae;59;1;0.075091575;0.085091575;YES;0.887600445;88.7600445;-37.885;South temperate;1_South temperate;144.799;55;ASI;1;2012;after 2000;after 1995;after 2005;62;546;3_high
Charadrius_sanctaehelenae;Charadrii;Charadriidae;60;1;0.051520608;0.061520608;YES;0.772604862;77.2604862;-15.967;South tropics;2_South tropics;-5.717;128;EUR;2;2007;after 2000;after 1995;after 2005;173;1999.2;1_small
Charadrius_semipalmatus;Charadrii;Charadriidae;61;2;0.019569472;0.029569472;YES;0.424995663;42.4995663;54.017;North temperate;4_North temperate;-132.133;46;AME;5;1986;before 2000;before 1995;before 2005;47;613.2;3_high
Charadrius_semipalmatus;Charadrii;Charadriidae;61;1;0;0.01;YES;0;0;58.695;North temperate;4_North temperate;-94.082;56;AME;4;1965;before 2000;before 1995;before 2005;15;243.6;1_small
Charadrius_thoracicus;Charadrii;Charadriidae;62;2;0.026340996;0.036340996;YES;0.538895198;53.8895198;-24.145;South tropics;2_South tropics;43.829;136;EUR;1;2004;after 2000;after 1995;before 2005;74;835.2;3_high
Charadrius_thoracicus;Charadrii;Charadriidae;62;1;0.02765051;0.03765051;YES;0.556545235;55.6545235;-22.095;South tropics;2_South tropics;43.269;7;EUR;11;2009;after 2000;after 1995;after 2005;522;9330.75;3_high
Charadrius_vociferus;Charadrii;Charadriidae;63;1;0.016444258;0.026444258;YES;0.377110766;37.7110766;47.551;North temperate;4_North temperate;-101.002;101;AME;28;1977;before 2000;before 1995;before 2005;128;1824.345;1_small
Charadrius_wilsonia;Charadrii;Charadriidae;64;1;0.047979798;0.057979798;YES;0.74131603;74.131603;18.062;North tropics;3_North tropics;-63.046;129;AME;1;2004;after 2000;after 1995;before 2005;35;396;1_small
Charadrius_wilsonia;Charadrii;Charadriidae;64;2;0.039130435;0.049130435;NO;0.666364668;66.6364668;26.267;North tropics;3_North tropics;-97.367;74;AME;1;1979;before 2000;before 1995;before 2005;20;230;1_small
Charadrius_wilsonia;Charadrii;Charadriidae;64;3;0.015584416;0.025584416;NO;0.3507556;35.07556;28.164;North tropics;3_North tropics;-96.741;84;AME;1;1980;before 2000;before 1995;before 2005;26;385;1_small
Chionis_albus;Charadrii;Other;65;1;0.009827044;0.019827044;YES;0.27095567;27.095567;-62.168;South temperate;1_South temperate;-58.693;68;AME;3;1988;before 2000;before 1995;before 2005;29;508.8;1_small
Jacana_jacana;Scolopaci;Other;66;1;0.006613757;0.016613757;YES;0.191312876;19.1312876;6.464;North tropics;3_North tropics;-57.76;19;AME;1;1977;before 2000;before 1995;before 2005;34;604.8;3_high
Jacana_spinosa;Scolopaci;Other;67;1;0.045155993;0.055155993;YES;0.772051024;77.2051024;10.27;North tropics;3_North tropics;-85.225;36;AME;2;1980;before 2000;before 1995;before 2005;148;1948.8;2_medium
Limicola_falcinellus;Scolopaci;Scolopacidae;68;1;0.041172596;0.051172596;YES;0.654829965;65.4829965;72.906;Arctic;5_Arctic;106.104;80;ASI;12;2006;after 2000;after 1995;after 2005;16;242.88;2_medium
Limnodromus_griseus;Scolopaci;Scolopacidae;69;1;0.020833333;0.030833333;NO;0.409233971;40.9233971;58.701;North temperate;4_North temperate;-93.802;56;AME;3;2013;after 2000;after 1995;after 2005;22;240;2_medium
Limnodromus_scolopaceus;Scolopaci;Scolopacidae;70;1;0.013302295;0.023302295;YES;0.277288664;27.7288664;70.38;Arctic;5_Arctic;-149.534;73;AME;4;1990;before 2000;before 1995;before 2005;17;225.525;3_high
Limnodromus_scolopaceus;Scolopaci;Scolopacidae;70;3;0.033212996;0.043212996;NO;0.559169142;55.9169142;71.3;Arctic;5_Arctic;-156.6;10;AME;8;2011;after 2000;after 1995;after 2005;171;2077.5;3_high
Limnodromus_scolopaceus;Scolopaci;Scolopacidae;70;2;0.042955327;0.052955327;YES;0.655169156;65.5169156;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;21;232.8;2_medium
Limnodromus_scolopaceus;Scolopaci;Scolopacidae;70;4;0.081632653;0.091632653;NO;0.873191455;87.3191455;70.6;Arctic;5_Arctic;-154.7;58;AME;3;2012;after 2000;after 1995;after 2005;22;196;2_medium
Limosa_fedoa;Scolopaci;Scolopacidae;71;1;0.022429262;0.032429262;YES;0.470154299;47.0154299;47.551;North temperate;4_North temperate;-101.002;101;AME;28;1977;before 2000;before 1995;before 2005;43;579.6;1_small
Limosa_haemastica;Scolopaci;Scolopacidae;72;1;0.021337127;0.031337127;YES;0.441408842;44.1408842;58.701;North temperate;4_North temperate;-93.802;56;AME;7;1989;before 2000;before 1995;before 2005;33;421.8;2_medium
Limosa_lapponica;Scolopaci;Scolopacidae;73;1;0.015540016;0.025540016;YES;0.32134011;32.134011;69;Arctic;5_Arctic;24;66;EUR;3;1988;before 2000;before 1995;before 2005;15;193.05;1_small
Limosa_limosa;Scolopaci;Scolopacidae;74;3;0.127;0.137;NO;0.974450372;97.4450372;52.293;North temperate;4_North temperate;106.501;122;ASI;1;2002;after 2000;after 1995;before 2005;21;110;3_high
Limosa_limosa;Scolopaci;Scolopacidae;74;2;0.0255947;0.0355947;YES;0.503441743;50.3441743;52.517;North temperate;4_North temperate;4.783;146;EUR;4;1985;before 2000;before 1995;before 2005;420;5313.6;3_high
Limosa_limosa;Scolopaci;Scolopacidae;74;1;0.011;0.021;NO;0.25817772;25.817772;52.308;North temperate;4_North temperate;5.526;134;EUR;10;1979;before 2000;before 1995;before 2005;5000;70000;1_small
Metopidius_indicus;Scolopaci;Other;75;1;0.056638348;0.066638348;YES;0.815639308;81.5639308;9.183;North tropics;3_North tropics;77.383;144;ASI;3;1996;before 2000;after 1995;before 2005;20;300.15;3_high
Numenius_americanus;Scolopaci;Scolopacidae;76;1;0.024054983;0.034054983;NO;0.552248979;55.2248979;43.868;North temperate;4_North temperate;-116.733;89;AME;3;1978;before 2000;before 1995;before 2005;119;1746;1_small
Numenius_arquata;Scolopaci;Scolopacidae;77;6;0.024955437;0.034955437;NO;0.574375206;57.4375206;59.817;North temperate;4_North temperate;16.55;143;EUR;3;1988;before 2000;before 1995;before 2005;113;1683;3_high
Numenius_arquata;Scolopaci;Scolopacidae;77;4;0.051593323;0.061593323;NO;0.833114896;83.3114896;61.367;Arctic;5_Arctic;22.833;139;EUR;3;1996;before 2000;after 1995;before 2005;53;659;1_small
Numenius_arquata;Scolopaci;Scolopacidae;77;5;0.002435065;0.012435065;NO;0.079101603;7.9101603;63.083;Arctic;5_Arctic;22.933;65;EUR;3;1996;before 2000;after 1995;before 2005;66;1232;1_small
Numenius_arquata;Scolopaci;Scolopacidae;77;1;0.052596976;0.062596976;YES;0.838981745;83.8981745;53.053;North temperate;4_North temperate;-3.633;51;EUR;2;1984;before 2000;before 1995;before 2005;35;456.3;1_small
Numenius_arquata;Scolopaci;Scolopacidae;77;3;0.048401037;0.058401037;NO;0.813042088;81.3042088;54.303;North temperate;4_North temperate;-7.616;79;EUR;2;1994;before 2000;before 1995;before 2005;170;1735.5;1_small
Numenius_arquata;Scolopaci;Scolopacidae;77;2;0.07000307;0.08000307;NO;0.913964993;91.3964993;54.821;North temperate;4_North temperate;-6.058;8;EUR;3;1993;before 2000;before 1995;before 2005;191;1628.5;1_small
Numenius_madagascariensis;Scolopaci;Scolopacidae;78;1;0.015571473;0.025571473;YES;0.411663719;41.1663719;49.397;North temperate;4_North temperate;129.908;18;ASI;10;2002;after 2000;after 1995;before 2005;22;321.1;3_high
Numenius_phaeopus;Scolopaci;Scolopacidae;79;4;0.049666525;0.059666525;YES;0.771753148;77.1753148;63.764;Arctic;5_Arctic;-20.068;127;EUR;2;2009;after 2000;after 1995;after 2005;59;704.7;3_high
Numenius_phaeopus;Scolopaci;Scolopacidae;79;5;0.034782609;0.044782609;NO;0.641797169;64.1797169;55.2;North temperate;4_North temperate;-84.3;20;AME;3;2013;after 2000;after 1995;after 2005;30;287.5;2_medium
Numenius_phaeopus;Scolopaci;Scolopacidae;79;2;0.035790981;0.045790981;YES;0.652492247;65.2492247;58.701;North temperate;4_North temperate;-93.802;56;AME;10;1990;before 2000;before 1995;before 2005;218;2654.3;2_medium
Numenius_phaeopus;Scolopaci;Scolopacidae;79;3;0.011730205;0.021730205;NO;0.289784519;28.9784519;67.733;Arctic;5_Arctic;29.617;141;EUR;8;1974;before 2000;before 1995;before 2005;29;341;1_small
Numenius_phaeopus;Scolopaci;Scolopacidae;79;1;0.084505568;0.094505568;NO;0.922729181;92.2729181;69;Arctic;5_Arctic;24;66;EUR;3;1988;before 2000;before 1995;before 2005;20;234.9;1_small
Phalaropus_fulicarius;Scolopaci;Scolopacidae;80;1;0.009746589;0.019746589;YES;0.20013496;20.013496;70.38;Arctic;5_Arctic;-149.534;73;AME;4;1990;before 2000;before 1995;before 2005;56;718.2;3_high
Phalaropus_fulicarius;Scolopaci;Scolopacidae;80;2;0.042641326;0.052641326;YES;0.629743553;62.9743553;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;93;984.96;2_medium
Phalaropus_fulicarius;Scolopaci;Scolopacidae;80;3;0.056876061;0.066876061;NO;0.736871481;73.6871481;70.1;Arctic;5_Arctic;-145.8;22;AME;5;2012;after 2000;after 1995;after 2005;139;1178;2_medium
Phalaropus_lobatus;Scolopaci;Scolopacidae;81;2;0.022059;0.032059;NO;0.394610729;39.4610729;64.79;Arctic;5_Arctic;177.637;138;ASI;1;2015;after 2000;after 1995;after 2005;27;272;3_high
Phalaropus_lobatus;Scolopaci;Scolopacidae;81;4;0.031531532;0.041531532;NO;0.513678553;51.3678553;67.1;Arctic;5_Arctic;-163.5;23;AME;3;2011;after 2000;after 1995;after 2005;35;444;3_high
Phalaropus_lobatus;Scolopaci;Scolopacidae;81;1;0.060560933;0.070560933;NO;0.754786786;75.4786786;69.045;Arctic;5_Arctic;-135.048;82;AME;6;2011;after 2000;after 1995;after 2005;122;1007.25;3_high
Phalaropus_lobatus;Scolopaci;Scolopacidae;81;3;0.035087719;0.045087719;YES;0.552311168;55.2311168;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;47;513;2_medium
Phalaropus_lobatus;Scolopaci;Scolopacidae;81;5;0.03125;0.04125;NO;0.510487711;51.0487711;70.38;Arctic;5_Arctic;-149.534;73;AME;2;2011;after 2000;after 1995;after 2005;13;128;1_small
Philomachus_pugnax;Scolopaci;Scolopacidae;82;2;0.027728263;0.037728263;YES;0.511813949;51.1813949;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;40;504.9;2_medium
Philomachus_pugnax;Scolopaci;Scolopacidae;82;3;0.103174603;0.113174603;NO;0.937762605;93.7762605;72.906;Arctic;5_Arctic;106.104;80;ASI;2;2013;after 2000;after 1995;after 2005;37;252;1_small
Philomachus_pugnax;Scolopaci;Scolopacidae;82;1;0.001;0.011;NO;0.025190058;2.5190058;52.308;North temperate;4_North temperate;5.526;134;EUR;10;1979;before 2000;before 1995;before 2005;50;750;1_small
Pluvialis_apricaria;Charadrii;Charadriidae;83;1;0.054878049;0.064878049;NO;0.857330602;85.7330602;60.383;Arctic;5_Arctic;7.633;50;EUR;7;1982;before 2000;before 1995;before 2005;51;492;1_small
Pluvialis_dominica;Charadrii;Charadriidae;84;1;0.023852117;0.033852117;YES;0.540930286;54.0930286;70.38;Arctic;5_Arctic;-149.534;73;AME;4;1990;before 2000;before 1995;before 2005;24;377.325;3_high
Pluvialis_dominica;Charadrii;Charadriidae;84;4;0.064653858;0.074653858;NO;0.88415999;88.415999;73.2;Arctic;5_Arctic;-80;21;AME;9;2009;after 2000;after 1995;after 2005;176;1639.5;3_high
Pluvialis_dominica;Charadrii;Charadriidae;84;3;0.010568032;0.020568032;NO;0.290101094;29.0101094;58.701;North temperate;4_North temperate;-93.802;56;AME;3;2013;after 2000;after 1995;after 2005;29;378.5;3_high
Pluvialis_dominica;Charadrii;Charadriidae;84;2;0.017777778;0.027777778;NO;0.439256023;43.9256023;71.3;Arctic;5_Arctic;-156.6;10;AME;6;2005;after 2000;after 1995;after 2005;53;900;2_medium
Pluvialis_fulva;Charadrii;Charadriidae;85;1;0.029118774;0.039118774;NO;0.625654229;62.5654229;62.543;Arctic;5_Arctic;177.076;87;ASI;8;2012;after 2000;after 1995;after 2005;57;652.5;3_high
Pluvialis_fulva;Charadrii;Charadriidae;85;2;0.023872679;0.033872679;NO;0.552193827;55.2193827;73.079;Arctic;5_Arctic;80.654;86;ASI;1;2002;after 2000;after 1995;before 2005;23;377;3_high
Pluvialis_fulva;Charadrii;Charadriidae;85;3;0.121212121;0.131212121;NO;0.986381009;98.6381009;72.906;Arctic;5_Arctic;106.104;80;ASI;2;2013;after 2000;after 1995;after 2005;16;115.5;1_small
Pluvialis_squatarola;Charadrii;Charadriidae;86;1;0.014316392;0.024316392;YES;0.367345343;36.7345343;70.38;Arctic;5_Arctic;-149.534;73;AME;4;1990;before 2000;before 1995;before 2005;25;419.1;3_high
Pluvialis_squatarola;Charadrii;Charadriidae;86;2;0.014998125;0.024998125;YES;0.381091335;38.1091335;71.333;Arctic;5_Arctic;-179.5;147;ASI;1;2007;after 2000;after 1995;after 2005;16;266.7;3_high
Pluvialis_squatarola;Charadrii;Charadriidae;86;3;0.005942653;0.015942653;YES;0.17241388;17.241388;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;28;504.825;2_medium
Pluvialis_squatarola;Charadrii;Charadriidae;86;4;0.009237875;0.019237875;NO;0.255219465;25.5219465;70.4;Arctic;5_Arctic;-150.7;28;AME;4;2012;after 2000;after 1995;after 2005;21;433;1_small
Pluvianellus_socialis;Charadrii;Other;87;1;0.0154;0.0254;NO;0.342318768;34.2318768;-51.23;South temperate;1_South temperate;-69.494;118;AME;1;2006;after 2000;after 1995;after 2005;17;259.74;1_small
Recurvirostra_americana;Charadrii;Other;88;1;0.056874502;0.066874502;YES;0.807068756;80.7068756;37.433;North temperate;4_North temperate;-121.967;117;AME;2;2006;after 2000;after 1995;after 2005;56;615.39;2_medium
Recurvirostra_avosetta;Charadrii;Other;89;3;0.015260116;0.025260116;NO;0.346859923;34.6859923;36.95;North temperate;4_North temperate;-6.233;35;EUR;2;1990;before 2000;before 1995;before 2005;163;2162.5;1_small
Recurvirostra_avosetta;Charadrii;Other;89;1;0.005;0.015;NO;0.129639172;12.9639172;52.308;North temperate;4_North temperate;5.526;134;EUR;10;1979;before 2000;before 1995;before 2005;500;6500;1_small
Rhinoptilus_africanus;Scolopaci;Other;90;1;0.005;0.015;NO;0.122190858;12.2190858;-29.117;South tropics;2_South tropics;20.317;37;EUR;4;1994;before 2000;before 1995;before 2005;12;199.5;1_small
Rhinoptilus_africanus;Scolopaci;Other;90;2;0.0084;0.0184;NO;0.196937271;19.6937271;-25.44;South tropics;2_South tropics;20.903;63;EUR;2;1964;before 2000;before 1995;before 2005;45;475;1_small
Rostratula_benghalensis;Scolopaci;Other;91;1;0.009995003;0.019995003;YES;0.20629357;20.629357;24.717;North tropics;3_North tropics;121.717;59;ASI;1;2005;after 2000;after 1995;after 2005;17;200.1;1_small
Scolopax_minor;Scolopaci;Scolopacidae;92;1;0.018744143;0.028744143;YES;0.367995952;36.7995952;40.525;North temperate;4_North temperate;-76.464;132;AME;2;2009;after 2000;after 1995;after 2005;13;160.05;3_high
Scolopax_rusticola;Scolopaci;Scolopacidae;93;1;0.02;0.03;NO;0.412178061;41.2178061;54.285;North temperate;4_North temperate;-2.691;40;EUR;44;1967;before 2000;before 1995;before 2005;277;1370;1_small
Steganopus_tricolor;Scolopaci;Scolopacidae;94;2;0.092592593;0.102592593;YES;0.927445785;92.7445785;47.606;North temperate;4_North temperate;-101.185;9;AME;1;1975;before 2000;before 1995;before 2005;23;194.4;3_high
Steganopus_tricolor;Scolopaci;Scolopacidae;94;1;0.025990903;0.035990903;YES;0.508864472;50.8864472;47.551;North temperate;4_North temperate;-101.002;101;AME;28;1977;before 2000;before 1995;before 2005;129;1692.9;1_small
Thinornis_novaeseelandiae;Charadrii;Charadriidae;95;1;0;0.01;YES;0;0;-44.347;South temperate;1_South temperate;-176.175;114;ASI;2;1984;before 2000;before 1995;before 2005;53;928.29;2_medium
Thinornis_rubricollis;Charadrii;Charadriidae;96;1;0.042270531;0.052270531;YES;0.726293245;72.6293245;-38.48;South temperate;1_South temperate;145.224;107;ASI;5;1994;before 2000;before 1995;before 2005;70;828;1_small
Thinornis_rubricollis;Charadrii;Charadriidae;96;2;0.011264721;0.021264721;YES;0.288129633;28.8129633;-38.388;South temperate;1_South temperate;144.786;94;ASI;7;1994;before 2000;before 1995;before 2005;149;1953;1_small
Tringa_erythropus;Scolopaci;Scolopacidae;97;1;0.008580009;0.018580009;YES;0.212681608;21.2681608;68.61;Arctic;5_Arctic;171.241;12;ASI;9;1976;before 2000;before 1995;before 2005;15;233.1;2_medium
Tringa_glareola;Scolopaci;Scolopacidae;98;2;0.005204945;0.015204945;YES;0.129154976;12.9154976;61.713;Arctic;5_Arctic;132.077;148;ASI;5;1980;before 2000;before 1995;before 2005;17;192.125;1_small
Tringa_glareola;Scolopaci;Scolopacidae;98;1;0.01986755;0.02986755;NO;0.412447938;41.2447938;67.733;Arctic;5_Arctic;29.617;141;EUR;18;1979;before 2000;before 1995;before 2005;18;151;1_small
Tringa_nebularia;Scolopaci;Scolopacidae;99;1;0.02268464;0.03268464;YES;0.477624617;47.7624617;58.533;North temperate;4_North temperate;-4.232;102;EUR;25;1995;before 2000;after 1995;before 2005;51;573.075;1_small
Tringa_stagnatilis;Scolopaci;Scolopacidae;100;1;0.005128205;0.015128205;YES;0.125126861;12.5126861;61.713;Arctic;5_Arctic;132.077;148;ASI;1;1982;before 2000;before 1995;before 2005;33;390;1_small
Tringa_totanus;Scolopaci;Scolopacidae;101;4;0.008095411;0.018095411;NO;0.201932332;20.1932332;57.126;North temperate;4_North temperate;12.237;140;EUR;2;1986;before 2000;before 1995;before 2005;35;700;2_medium
Tringa_totanus;Scolopaci;Scolopacidae;101;1;0.007;0.017;NO;0.177110263;17.7110263;52.308;North temperate;4_North temperate;5.526;134;EUR;10;1979;before 2000;before 1995;before 2005;500;7000;1_small
Tringa_totanus;Scolopaci;Scolopacidae;101;3;0.07366985;0.08366985;NO;0.880394558;88.0394558;56.264;North temperate;4_North temperate;16.445;124;EUR;1;2004;after 2000;after 1995;before 2005;40;366.5;1_small
Tringa_totanus;Scolopaci;Scolopacidae;101;2;0.02345679;0.03345679;NO;0.482466886;48.2466886;57.338;North temperate;4_North temperate;-7.385;125;EUR;3;1986;before 2000;before 1995;before 2005;57;810;1_small
Tryngites_subruficollis;Scolopaci;Scolopacidae;102;1;0.01610306;0.02610306;YES;0.354881536;35.4881536;70.38;Arctic;5_Arctic;-149.534;73;AME;4;1990;before 2000;before 1995;before 2005;26;372.6;3_high
Tryngites_subruficollis;Scolopaci;Scolopacidae;102;2;0.015037594;0.025037594;NO;0.335751356;33.5751356;71.3;Arctic;5_Arctic;-156.6;10;AME;1;2006;after 2000;after 1995;after 2005;19;266;3_high
Tryngites_subruficollis;Scolopaci;Scolopacidae;102;3;0.049180328;0.059180328;NO;0.74375802;74.375802;70.1;Arctic;5_Arctic;-145.8;22;AME;3;2012;after 2000;after 1995;after 2005;15;183;1_small
Vanellus_cinereus;Charadrii;Charadriidae;103;1;0.015114522;0.025114522;YES;0.371558453;37.1558453;36.293;North temperate;4_North temperate;136.311;62;ASI;2;2004;after 2000;after 1995;before 2005;70;860.1;1_small
Vanellus_coronatus;Charadrii;Charadriidae;104;1;0;0.01;YES;0;0;-17.799;South tropics;2_South tropics;31.021;49;EUR;1;1977;before 2000;before 1995;before 2005;25;470.4;1_small
Vanellus_gregarius;Charadrii;Charadriidae;105;1;0.025427275;0.035427275;NO;0.513817771;51.3817771;50.583;North temperate;4_North temperate;70.017;72;ASI;10;2009;after 2000;after 1995;after 2005;971;12427.6;3_high
Vanellus_gregarius;Charadrii;Charadriidae;105;2;0.04353562;0.05353562;YES;0.712441357;71.2441357;53.173;North temperate;4_North temperate;76.047;106;ASI;1;2007;after 2000;after 1995;after 2005;130;1516;3_high
Vanellus_chilensis;Charadrii;Charadriidae;106;2;0;0.01;NO;0;0;-25.45;South tropics;2_South tropics;-49.217;30;AME;3;2013;after 2000;after 1995;after 2005;50;1399;3_high
Vanellus_chilensis;Charadrii;Charadriidae;106;1;0.0234;0.0334;NO;0.531256738;53.1256738;-15.815;South tropics;2_South tropics;-47.879;17;AME;1;2007;after 2000;after 1995;after 2005;36;639;2_medium
Vanellus_miles;Charadrii;Charadriidae;107;1;0.002240896;0.012240896;YES;0.075515859;7.5515859;-38.48;South temperate;1_South temperate;145.224;107;ASI;1;2010;after 2000;after 1995;after 2005;32;1338.75;3_high
Vanellus_miles;Charadrii;Charadriidae;107;2;0.007239;0.017239;YES;0.224530408;22.4530408;-46.419;South temperate;1_South temperate;168.288;60;ASI;5;1967;before 2000;before 1995;before 2005;263;4420.5;2_medium
Vanellus_miles;Charadrii;Charadriidae;107;3;0.042016807;0.052016807;YES;0.777399494;77.7399494;-27.536;South tropics;2_South tropics;152.92;108;ASI;2;1989;before 2000;before 1995;before 2005;26;357;2_medium
Vanellus_spinosus;Charadrii;Charadriidae;108;1;0.00410509;0.01410509;YES;0.108793487;10.8793487;40.794;North temperate;4_North temperate;26.072;41;EUR;1;2003;after 2000;after 1995;before 2005;39;487.2;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;16;0.068848147;0.078848147;YES;0.890444077;89.0444077;47.444;North temperate;4_North temperate;9.698;81;EUR;1;2008;after 2000;after 1995;after 2005;123;1292.7;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;2;0.02820781;0.03820781;NO;0.588115413;58.8115413;49.115;North temperate;4_North temperate;14.268;26;EUR;18;1997;before 2000;after 1995;before 2005;880;13577.8;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;18;0.043468314;0.053468314;YES;0.747837679;74.7837679;49.589;North temperate;4_North temperate;13.069;52;EUR;4;1994;before 2000;before 1995;before 2005;35;437.1;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;10;0.027;0.037;NO;0.571946504;57.1946504;53.184;North temperate;4_North temperate;-3.114;43;EUR;2;2003;after 2000;after 1995;before 2005;241;2410;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;7;0.03437;0.04437;NO;0.661831426;66.1831426;57.009;North temperate;4_North temperate;-4.164;32;EUR;3;1985;before 2000;before 1995;before 2005;247;4324;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;17;0.0140639;0.0240639;NO;0.355368051;35.5368051;57.126;North temperate;4_North temperate;12.237;140;EUR;2;1986;before 2000;before 1995;before 2005;54;1020;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;4;0.005433727;0.015433727;NO;0.155410733;15.5410733;57.592;North temperate;4_North temperate;11.976;99;EUR;4;1988;before 2000;before 1995;before 2005;132;2259.9;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;5;0.00488;0.01488;NO;0.140711303;14.0711303;59.95;North temperate;4_North temperate;16.283;142;EUR;3;1989;before 2000;before 1995;before 2005;852;12746;2_medium
Vanellus_vanellus;Charadrii;Charadriidae;109;12;0.023853469;0.033853469;NO;0.526886362;52.6886362;53.523;North temperate;4_North temperate;8.398;130;EUR;5;2003;after 2000;after 1995;before 2005;245;2705;NA
Vanellus_vanellus;Charadrii;Charadriidae;109;8;0.02496773;0.03496773;NO;0.543344519;54.3344519;51.385;North temperate;4_North temperate;0.805;39;EUR;1;1997;before 2000;after 1995;before 2005;86;860;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;3;0.013;0.023;NO;0.333451535;33.3451535;52.308;North temperate;4_North temperate;5.526;134;EUR;10;1979;before 2000;before 1995;before 2005;5000;65000;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;15;0.032118419;0.042118419;YES;0.63651292;63.651292;53.053;North temperate;4_North temperate;-3.633;51;EUR;2;1984;before 2000;before 1995;before 2005;152;2148.3;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;14;0.02977496;0.03977496;NO;0.608215865;60.8215865;54.354;North temperate;4_North temperate;9.357;4;EUR;4;2000;after 2000;after 1995;before 2005;179;1731;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;1;0.0224388;0.0324388;NO;0.50516247;50.516247;54.575;North temperate;4_North temperate;-2.411;38;EUR;3;1986;before 2000;before 1995;before 2005;718;9644.1;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;11;0.050808314;0.060808314;NO;0.801403454;80.1403454;56.264;North temperate;4_North temperate;16.445;124;EUR;1;2004;after 2000;after 1995;before 2005;74;866;1_small
Vanellus_vanellus;Charadrii;Charadriidae;109;9;0.033057851;0.043057851;NO;0.647292062;64.7292062;57.338;North temperate;4_North temperate;-7.385;125;EUR;2;1996;before 2000;after 1995;before 2005;169;1815;1_small
Xenus_cinereus;Scolopaci;Scolopacidae;110;1;0.005291005;0.015291005;YES;0.133450816;13.3450816;61.713;Arctic;5_Arctic;132.077;148;ASI;1;1982;before 2000;before 1995;before 2005;15;189;1_small
